College Name,Address,District,State,Contact number,Email id,Website
"Annai Vailankanni College Of Engineering, Kanyakumari","Pothaiyadi Salai, Pottalkulam, Azhagappapuram P.O Kanyakumari,KanyakumariTamil Nadu629401",Kanyakumari,Tamil Nadu,04652-266500,annaivce@yahoo.co.in,N/A
"Anugrah Narayan College, Patna","Boring Road Patna,PatnaBihar800013",Patna,Bihar,0612-2540482,ancpatna@yahoo.co.in,N/A
"Anupama College Of Engineering, Gurgaon","Bhora Kalan, Pataudi Road, Near Bilaspur Chowk Gurgaon,GurgaonHaryana122413",Gurgaon,Haryana,"0124-6379817, 6379818, 6379820, 6379821",aimeducation@rediffmail.com,N/A
"Apeejay College Of Engineering, Gurgaon","Silani (Sohna-Palwal Road), Sohana Gurgaon,GurgaonHaryana122103",Gurgaon,Haryana,"0124-2260295-296, 298",ACC@APH.EDU,N/A
"Apex Institute Of Engineering And Technology, Jaipur","Isi-5, Of Riico Institutional Area, Sitapura, Tonk Road Jaipur,JaipurRajasthan",Jaipur,Rajasthan,0141-2771806,info@apexdu.org,N/A
Apex Institute Of Technology,"Village & P0St-Kaushalganj, Bilaspur, Rampur,RampurUttar Pradesh244923",N\A,Uttar Pradesh,05944-244700,apexinstitute@gmail.com,N/A
"Apollo Engineering College, Kanchipuram","Mevaloorkuppam Village, Kattagaram, Valarpuram Post Kanchipuram,KanchipuramTamil Nadu602105",Kanchipuram,Tamil Nadu,044-25022356,apollo_education@yahoo.com,N/A
"Appa Institute Of Engineering And Technology, Gulbarga","Sharanabasaveshwar Institution Complex, Brahampur, Gulbarga Gulbarga,GulbargaKarnataka585103",Gulbarga,Karnataka,08472-242688 / 659199,appaiet@rediffmail.com,www.appaengineering.org
"Arasu Engineering College, Kumbakonam","Chennai Main Road, Thiruvisanallur, Koranattu, Karuppur Kumbakonam,ThanjavurTamil Nadu612501",Kumbakonam,Tamil Nadu,"0435 - 452166,2452099","arasuengg@sancharnet.in, arasuengg@sancharnet.in",www.aec.edu
"Arignar Anna Institute Of Science And Technology, Kanchipuram","Pennalur Village, Post Office, Sriperumpudur Taluk Kanchipuram,KanchipuramTamil Nadu602105",Kanchipuram,Tamil Nadu,"044 - 27162344,27162100, 27107066",arignar_anna@yahoo.com,www.arignaranna.org
"Army Welfare Edu Soc Army Institute Of Tech, Pune","Dighi Hills, H.Q, Southern Command Pune,PuneMaharashtra411001",Pune,Maharashtra,011-23018702,aitpune@vsnl.com,www.aitpune.com
"Arulmigu Kalasalingam College Of Engineering Virudhunagar, Virudunagar","Anand Nagar, Krishnankoil, Srivilliputtur Virudunagar,VirudhunagarTamil Nadu626190",Virudunagar,Tamil Nadu,04563 - 289042,akce@md3vsnl.net.in,http://www.kalasalingam.ac.in/
"Arulmigu Meenakshi Amman College Of Engineering, Tiruvannamalai","Namandi P.O, Vadamavandal Tiruvannamalai,TiruvannamalaiTamil Nadu604410",Tiruvannamalai,Tamil Nadu,"04182 - 247226,247516",amacengg@yahoo.com,N/A
"Arunai Engineering College, Tiruvannamalai","Velu Nagar, Mathur Tiruvannamalai,TiruvannamalaiTamil Nadu606603",Tiruvannamalai,Tamil Nadu,"04175- - 237419,237739",arunai@md2.vsnl.net.in,www.arunai.org
"Arya College Of Engineering And Information Technology, Jaipur","Industrial Area, Kukas Jaipur,JaipurRajasthan303101",Jaipur,Rajasthan,"0141-3094806,07,08",anurag@aryacollege.com,N/A
"Arya Institute Of Engineering And Tech, Jaipur","Sp-40A, Riico Industrail Area, Kukas, Jaipur Jaipur,JaipurRajasthan303101",Jaipur,Rajasthan,"0141-3094806-08,  5144637",anuraag471@yahoo.co.in,N/A
"Aryabhatt College Of Engineering And Tech, Baghpat","Village & Post- Daula 13 Km. Stone, Baghpat-Meerut Road, Baghpat Baghpat,BaghpatUttar Pradesh250601",Baghpat,Uttar Pradesh,3959765640,info@acet.in,N/A
"Aryabhatta Institute Of Engineering And Management, Durgapur","Panagarh Bazar, Durgapur Durgapur,DurgapurWest Bengal713148",Durgapur,West Bengal,0343-2525622,N/A,www.aiemd.in
"Asan Memorial College Of Engineering And Technology, Chingleput","Oragadam Road, Thandarai Village, Peria Irumbedu P.O Chingleput,KanchipuramTamil Nadu603105",Chingleput,Tamil Nadu,"044 - 27448016,27447283",asanedu@mdevsnl.net.in,www.asanenggcollege.com
"Asansol Engineering College, Asansol","Sen Rateigh Rd, Kanyapur, Asansol Asansol,BurdwanWest Bengal713304",Asansol,West Bengal,0341-2256334/2253057,N/A,N/A
"Ashoka Institute Of Technology And Management, Varanasi","Ashoka Engineering Chauraha, Paharia, Sarnath, Varanasi,VaranasiUttar Pradesh221007 ",Varanasi,Uttar Pradesh,"+91-9198840005, +91-9198840006",info@ashokainstitute.com,https://www.ashokainstitute.com/
"Asia Pacific Institute Of Information Tech, Panipat","Sanatan Dharam India Faridpur Road, Gt Karnal Road Side Panipat Panipat,PanipatHaryana132013",Panipat,Haryana,"0180-2620043,44",info@apiitindia.org,N/A
"Assam Engineering College, Guwahati","Jalukbari, Guwahati Guwahati,KamrupAssam781013",Guwahati,Assam,2654813/2654815,principal@aec.ac.in,www.aec.ac.in
"Astral Institute Of Technology And Research, Indore","Kallod Kartal, Bypass Road Indore Indore,IndoreMadhya Pradesh452020",Indore,Madhya Pradesh,"0731-6450155,2548668,2541361",director@astral.ac.in,www.astral.ac.in
"Atharva College Of Engineering, Mumbai","S.No.263,P.No.8-12, Marve Road Charkop Naka, Malad Mumbai,Mumbai CityMaharashtra400095",Mumbai,Maharashtra,(022) 28644100 28645100,ace@atharvaeducation.com,www.atharveducation.com
"Atmiya Institute Of Technology And Science, Rajkot","Yogidham Kalwad Road, Rajkot Rajkot,RajkotGujarat360005",Rajkot,Gujarat,"0281-2563445,2563766",admin@aits.edu.in,www.aits.edu.in
"Atria Institute Of Technology, Bangalore","Anand Nagar, Hebbal Post, Bangalore Bangalore,BangaloreKarnataka560024",Bangalore,Karnataka,080-23631298 / 23632969,prinicipal@atria.edu,www.atria.edu
"Auden Technology And Management Academy, Bangalore","Vaderhalli, Kanakapura, Harohalli Hobli Bangalore,Bangalore RuralKarnataka562112",Bangalore,Karnataka,"080-26727745, 26721901",auden_scool@redifmail.com,www.audenschools.com
"Avinashilingam Institute For Home Science And Higher Education For Women (Deemed Univ ), Coimbatore","Bharathy Park Road, Varapalayam Post Coimbatore,CoimbatoreTamil Nadu641043",Coimbatore,Tamil Nadu,9.10422E+11,N/A,WWW.ADUENGG.COM
"Azad Institute Of Engineering And Tech, Lucknow","Natkur, Post-Chandrawal, Bangla Bazar Road, Lucknow Lucknow,LucknowUttar Pradesh226002",Lucknow,Uttar Pradesh,"0522 - 2817608, 609, 2817896",info@aiet.org,www.aiet.org
B A College Of Engineering And Technology,"Ghutia, Thana - Ghatshila, East Singhbhum,East SinghbhumJharkhand",N\A,Jharkhand,2423206,N/A,N/A
"B B S College Of EngineeringAnd Technology, Allahabad","Gaddopur, Phaphamou, Allahabad Allahabad,AllahabadUttar Pradesh211001",Allahabad,Uttar Pradesh,"0532 - 2647811, 2647812",director@bbscet.net,www.bbscet.net
B K Birla Inst Of Engineering And Tech,RajasthanRajasthan333031,N\A,Rajasthan,"01596-246038,244262",bkbiet@gmail.com,N/A
"B K R College Of Engineering And Technology, Chennai","Bkr Nagar, Chennai-Tirupathi Highway, Perungalathur, Arakkonam Chennai,TiruvallurTamil Nadu",Chennai,Tamil Nadu,044 - 27885400,N/A,www.bkrcet.ac.in
"B L D E As Vachana Pitamaha Dr P G Halakatti College Of Engineering And Technology, Bijapur","Bijapur, Ashram Road Bijapur,BijapurKarnataka586103",Bijapur,Karnataka,08352-261120 / 265384,bldea_engg@usa.net,www.bldea.org
"B M College Of Technology, Indore","Gokanya, Khandwa Road Indore,IndoreMadhya Pradesh452001",Indore,Madhya Pradesh,0731-2572131,N/A,N/A
"B M College Of Technology And Management, Gurgaon","Farrukhnagar, Gurgaon Gurgaon,GurgaonHaryana122001",Gurgaon,Haryana,0124-2015524,info@bmctm.com,N/A
B M Inst Of Engineering And Technology,"Village Raipur, Sonepat,SonipatHaryana131001",N\A,Haryana,"0130-2242163,2233662, 2236911-14",director@bmiet.net,N/A
"B M S College Of Engineering, Bangalore","P.B.No.1908, Bull Temple Road, Basavanagudi, Bangalore Bangalore,BangaloreKarnataka560019",Bangalore,Karnataka,080-26527424/ 2266130-135,mvk2759@yahoo.co.in,www.bmsce.ac.in
"B N M Institute Of Technology, Bangalore","P.B.No. 7087, 27Th Cross, 12Th Main, Banashankari Ii Stage Bangalore,BangaloreKarnataka560070",Bangalore,Karnataka,080-26711780-82,inmaanay@vsnl.com,ww.bnmit.org
"B P Poddar Inst Of Mgt And Tech, Kolkata","Poddar Vihar, 137, Vip Road, Kolkata Kolkata,BankuraWest Bengal700052",Kolkata,West Bengal,033-25739607/25739608/25739609,N/A,www.bppint.ac.in
"B S A College Of Engineering And Technology, Mathura","Near New Bus Stand Mathura,MathuraUttar Pradesh281004",Mathura,Uttar Pradesh,"0565 - 2460980, 2460981",info@bsacet.org,www.bsacet.org
"B S Abdur Rahman Crescent Engineering College, Chingleput","Sethakathi Estate, G.S.T. Road,Vandalur, Chennai Chingleput,KanchipuramTamil Nadu600048",Chingleput,Tamil Nadu,"044 -22751347,22751348,22751350",cec@giasmd01.vsnl.net.in; cec@crescentcollege.org,www.crescentcollege.org
"B S Anangpuria Institute Of Technology And Management, Faridabad","Vill-Alampur, Ballabhgarh-Sohna Road, Faridabad Faridabad,FaridabadHaryana121004",Faridabad,Haryana,0129-2206750-53,GUPTAVINAY1@NOW_INDIA.NET.IN,N/A
"B T L Institute Of Technology, Bangalore","259-B, Bommasandra Industrial Area, Hosur Road, Bangalore Bangalore,BangaloreKarnataka560038",Bangalore,Karnataka,080-7833055 / 7835250,btlit@gmail.com,www.btlit.org
"B V B College Of Engineering And Technology, Dharwad","Vidyanagar, Hubli Dharwad,DharwadKarnataka580031",Dharwad,Karnataka,0836-2378123,principal@bvb.edu,www.bvb.edu
"Baba Banda Singh Bahadur Engineering College , Patiala","Fatehgarh Sahib, Patiala Patiala,PatialaPunjab140002",Patiala,Punjab,01676- 273162,N/A,N/A
Baba Hira Singh Bhattal Inst Of Engineering And Technology,"Subam - Jakhal Road Lehragaga, Sangrur,SangrurPunjab148031",N\A,Punjab,01676- 273162,N/A,N/A
"Baba Kuma Singh Ji Engineering College, Amritsar","Gurdwara Guru Sar Satlani Sahib, Hushiar Nagar, Amritsar Amritsar,AmritsarPunjab143107",Amritsar,Punjab,"0183-2384311,3210010,9815142332",N/A,N/A
Baba Saheb Dr B R Ambedkar College Of Agri EAndT,"Etawah,EtawahUttar Pradesh206001",N\A,Uttar Pradesh,05688 - 2254720,caet_etw2000@yahoo.com,N/A
"Baba Saheb Dr B R Ambedkar College Of Agricultural Engineering And Technology, Lucknow","Vidya Vihar, Rae Bareli Road Lucknow,LucknowUttar Pradesh226025",Lucknow,Uttar Pradesh,91-522-2440826,gnbbauni@rediffmail.com,www.bbauindia.org
"Babaria Instiute Of Technology, Vadodara","Vadodara Mumbai Highway, Varnama Tq & Dist Vadodara Vadodara,VadodaraGujarat390020",Vadodara,Gujarat,0265-5599991-3,N/A,N/A
"Babu Banarasi Das Institute Of Engineering And Technology And Research Centre, Bulandshahar","Bulandshahar-Anoopshahar Road, Near Janta Poly, Jahangirabad Bulandshahar,BulandshahrUttar Pradesh",Bulandshahar,Uttar Pradesh,"05734 - 261116, 260794",bbietrc18@yahoo.com,www.bbietrc.net
"Babu Banarasi Das Institute Of Tecnology, Ghaziabad","7Th Km. From Ghaziabadon Nh-58, Delhi-Meeut Road, Duna, Ghaziabad Ghaziabad,GhaziabadUttar Pradesh201001",Ghaziabad,Uttar Pradesh,0120 - 2675912 - 914,bbitgzb35@yahoo.com,www.bbitgzb.net
"Babu Banarasi Das National Institute Of Technology And Management, Lucknow","Sector -1, Akhilesh Das Nagar, Lucknow-Faizabad Road, Chinhat, Lucknow Lucknow,LucknowUttar Pradesh",Lucknow,Uttar Pradesh,0522 - 2815182-187,bbdnitm@msn.com,N/A
"Babu Mohan Lal Arya Smarak Engineering College, Agra","Agra - Mathura Highway, Artoni, Agra Agra,AgraUttar Pradesh282007",Agra,Uttar Pradesh,"05613 - 272203, 272237",bmasec@yahoo.co.in,N/A
"Bahubali College Of Engineering, Hassan","Gommatanagar, Shravanabelagola Hassan,HassanKarnataka573135",Hassan,Karnataka,08176-257176,principal_bce@yahoo.com,www.bahubalieducation.org
"Balaji Institute Of Engineering And Technology, Kanchipuram","Thandalam Village, Thiruporur, Chengalpattu Taluk Kanchipuram,KanchipuramTamil Nadu603110",Kanchipuram,Tamil Nadu,044 - 27498544,info@biet.net.in,www.biet.net.in
"Balasore College Of Engineering And Technology, Balasore","Balasore Sadarser, Agarh Balasore,BalasoreOrissa756060",Balasore,Orissa,236607/236608/236609/236271,N/A,www.bcetbalasore.org
"Baldev Ram Mirdha Institute Of Technology, Jaipur","Its-3 It Park Ricco, Industrial Area, Sitapura Jaipur,JaipurRajasthan302022",Jaipur,Rajasthan,"0141-2770763, 5070908",N/A,N/A
"Banarsidas Chandiwala Institute Of Information Technology, Kalkaji","Chandiwala Estate, Maa Anandmai Marg, Kalkaji,South DelhiDelhi110019",Kalkaji,Delhi,"+ 91-11-49020144,+ 91-11-49020100",director@bciit.ac.in,www.bciit.ac.in
"Bangalore College Of Engineering And Technology, Bangalore","Chandapura, Anekal Taluk, Bangalore Rural Bangalore,Bangalore RuralKarnataka560081",Bangalore,Karnataka,080-27834822 /27835331,bcetcollege@yahoo.com,www.bcet.ac.in
"Bangalore Institute Of Technology, Bangalore","K.R.Road, V.V.Puram, Bangalore Bangalore,BangaloreKarnataka560004",Bangalore,Karnataka,080-26615865 / 26613237,bit_principal@yahoo.com,www.bit-bangalore.org
Bankura Unayani Institute Of Engineering,"P.O. Bhagabandh, Pohabagan, P.S & Dist Bankura,BankuraWest Bengal722146",N\A,West Bengal,03242-259360/255955/255855,N/A,www.buie.info
"Bannari Amman Institute Of Technology, Erode","Alathukombai, M. Komarapalayam (Post), Sathyamangalam Erode,CoimbatoreTamil Nadu638401",Erode,Tamil Nadu,"04295 - 221289,220458",bitsathy@bannari.com,www.bitsathy.ac.in
"Bansal College Of Engineering, Mandideep","Nh-12, Goharganj, Mandideep MandideepMadhya Pradesh462046",Mandideep,Madhya Pradesh,"0755-2460028,07480-224890-91",amjain_2k@rediffmail.com,www.bansalgroupofinstitutes.net
"Bansal Institute Of Research And Technology, Bhopal","Kokta, Raisen Road, Anand Nagar Bhopal,BhopalMadhya Pradesh",Bhopal,Madhya Pradesh,"0755-2800190, 2800199",N/A,www.bansalgroupofinstitute.net
"Bansal Institute Of Science And Technology, Bhopal","Kokta, Anand Nagar Bopal Bhopal,BhopalMadhya Pradesh462021",Bhopal,Madhya Pradesh,"0755-2751605 ,2754360,2423736",N/A,www.bansalgroupofinstitutes.net
"Bapuji Institute Of Engineering And Technology, Davanagere","Shamnur Road, Davangere Davanagere,DavangereKarnataka577004",Davanagere,Karnataka,08912-221461 / 222245,principal@bietdvg.edu,www.bietdvg.edu
"Bapurao Deshmukh Engineering College, Wardha","Karanji Bhoge Road, Sevagram, Wardha Wardha,WardhaMaharashtra442102",Wardha,Maharashtra,(07152)-240508,principal_bdcoe@rediffmail.com,www.bdcoesevegram.org
"Bargur Engineering College, Dharmapuri","Government College Of Engineering, Bargur Dharmapuri,KrishnagiriTamil Nadu635104",Dharmapuri,Tamil Nadu,"04343 - 266067, 266395",becbtn@rediffmail.com,N/A
"Basava Kalayan Engineering College, Bidar","Near Koudiyal Village, N.H.9, Basavakalyan Bidar,BidarKarnataka585327",Bidar,Karnataka,08481-251400/254143,principal@betbkec.org,www.betbkec.org
"Basilous Mathews Ii College Of Engineering, Kollam","Muthupilakadu, Sasthanamcotta, Quilon Kollam,KollamKerala690520",Kollam,Kerala,0476-2835579,info@bmce.ac.in,www.bmce.ac.in
"Beant College Of Engineering And Technology, Amritsar","Gurdaspur, Post Box-13, Amritsar Amritsar,AmritsarPunjab143005",Amritsar,Punjab,"0183-2384311, 3210010,9815142332",N/A,N/A
"Bellary Engineering College, Bellary","Sy No. 873, Kolagal Village, Bellary Hospet Road Bellary,BellaryKarnataka583104",Bellary,Karnataka,08392-242873 / 210151 08392,gupgcbvims@yahoo.com,N/A
"Bengal College Of Engineering And Tech, Durgapur","Sahid Sukumar Banerjee Sarani, Bidhan Nagar Durgapur,DurgapurWest Bengal713212",Durgapur,West Bengal,0343-2533186/2534503/ 2537337,N/A,www.bcetdgp.ac.in
Bengal Engineering College,"Boranic Garden, Shibpore,HowrahWest Bengal711103",N\A,West Bengal,9.10337E+11,N/A,WWW.BECS.AC.IN
"Bengal Institute Of Technology, Kolkata","Tech Town, Dhapa Manpur On Basanti Highway, Hadia Kolkata,South 24 ParganasWest Bengal700150",Kolkata,West Bengal,033-23458001/23458003/23458004,N/A,www.bitcollege.org
"Bengal Institute Of Technology And Management, Birbhum","Sriniketan By Pass, P.O. Doranda, Near Santiniektan Birbhum,BirbhumWest Bengal731236",Birbhum,West Bengal,03463-271353/4/273,N/A,www.multiplagroup.com
"Bethlahem Institute Of Engineering, Kanyakumari","Nadutheri Kanyakumari,KanyakumariTamil Nadu629157",Kanyakumari,Tamil Nadu,"04651-298193, 298197","careers@bethlahem.org, bethlahemengg@gmail.com",www.bethlahem.org
"Bgs Institute Of Technology, Mandya","Bg Nagara, Bellur Nagamagala Taluk, Mandya Mandya,MandyaKarnataka574418",Mandya,Karnataka,08234-288418,office@bgsit.org,www.bgsit.org
"Bhabha Engineering Research Institute, Bhopal","Hoshangabad Road, Near Misrod Bhopal,BhopalMadhya Pradesh462011",Bhopal,Madhya Pradesh,"0755-2417121,2417122,5273723",provikas@gmail.com,www.bhabhainstitute.com
"Bhabha Institute Of Technology, Kanpur","Aonhan, Block Maitha, Rasulabad Kanpur,Kanpur DehatUttar Pradesh",Kanpur,Uttar Pradesh,0521-9936080001,bitcollege@yahoo.com,N/A
"Bhadrak Institute Of Engineering And Technology, Balasore",Bhadrak Institute Of Engineering And Technology (B BalasoreOrissa753010,Balasore,Orissa,"+91-6784-261633, 240972.",[Bhadrak Institute Of Engineering and Technology (,www.punjabcolleges.com/
Bhadrak Institute Of Engineering And Technology (Biet),Bhadrak Institute Of Engineering And Technology (B,N\A,,"+91-6784-261633, 240972.",[Bhadrak Institute Of Engineering and Technology (,http://www.bsetorissa.com/.
"Bhadrak Instt Of Engineering And Tech, Barapada","Barapada, Bhadrak Barapada,BhadrakOrissa756113",Barapada,Orissa,06784-261633/261632,principalbiet@yahoo.co.in,www.bsetorissa.com
"Bhagalpur College Of Engineering, Bhagalpur","Sabour P.O. Bhagalpur,BhagalpurBihar813210",Bhagalpur,Bihar,0641 -  400467,principal@bcebhagalpur.ac.in,http://www.bcebhagalpur.ac.in
"Bhagwan Parshuram Institute Of Technology BPIT , Delhi","PSP-4, Dr KN Katju Marg, Sector 17, Rohini, Sector 17, Rohini, Delhi,New DelhiDelhi110089",Delhi,Delhi,"011 - 27572900, 27571080, 27574635, 27574637",bpitindia@yahoo.com,www.bpitindia.com
"Bhagwan Parsuram College Of Engineering, Gohana","Bali Barahmanan, Gohana GohanaHaryana131301",Gohana,Haryana,"9416285996, 9416014210",N/A,N/A
"Bhagwant Institute Of Technology, Muzaffarnagar","18Th Milestone, Bijnor-Delhi Highway, Bhagwantpuram Muzaffarnagar,MuzaffarnagarUttar Pradesh",Muzaffarnagar,Uttar Pradesh,9897543135,bhagwant_society@rediffmail,www.bhagwantgroup.com
Bhai Gurdas Institute Of Engineering And Technology,"Patiala Road, Sangrur,SangrurPunjab148001",N\A,Punjab,"01672-278528, 278529, 7",bgiet2002@rediffmail.com,N/A
Bhai Maha Singh College Of Engineering,"Kotkapura Road, Muktsar,MuktsarPunjab152026",N\A,Punjab,"01633-264459, 269323, 9872025641",N/A,N/A
"Bhajarang Engineering College, Tiruvannamalai","Ayathur Village, Veppampattu R.S. (Post), Trivellure Taluk Tiruvannamalai,TiruvallurTamil Nadu602024",Tiruvannamalai,Tamil Nadu,"044 - 27624663,27624665, 27624666, 27624669",bec@bhajarangenggcollege.com,www.bhajarangenggcollege.org
"Bharat Institute Of Science And Tech, Chennai","# 173, Agaram Road, Selaiyur, Tambaram Chennai,ChennaiTamil Nadu600073",Chennai,Tamil Nadu,044-22290742,N/A,N/A
"Bharat Institute Of Technology, Meerut","Bye Pass Road, Partapur, Meerut Meerut,MeerutUttar Pradesh250103",Meerut,Uttar Pradesh,"0121- 2440308, 2440460",director@bitmeeut.org,N/A
"Bharat Ratna Indira Gandhi College Of Engineering, Sholapur","Gat.No.58/3, Kegaon, Solapur Sholapur,SholapurMaharashtra413225",Sholapur,Maharashtra,0217-2351482,N/A,N/A
"Bharath Niketan Engineering College, Theni","Thimmarasa Nickanoor, Andipatty Theni,TheniTamil Nadu625536",Theni,Tamil Nadu,"04546 - 242970,",anbnec@sancharnet.in,www.bnec.org
"Bharathidasan Engineering College, Vellore","K.Bhadarapalli Village & Post, Nattrampalli, Tirupattur Taluk Vellore,VelloreTamil Nadu635852",Vellore,Tamil Nadu,"04179 - 295249,295250",becengg@rediffmail.com,N/A
